"","N1","hoved","grunn","county","region","Ind","Rv","Gv","maxmin"
"545","natopen","NA","T2-C-7_BN","all","all","Nitrogen1",3.37234267090781,2.99069071978483,1
"546","natopen","NA","T2-C-7_BN","all","all","Nitrogen2",3.37234267090781,3.86588537619093,9
"547","natopen","NA","T2-C-8_BN","all","all","Nitrogen1",3.3789330538713,3.03148278878019,1
"548","natopen","NA","T2-C-8_BN","all","all","Nitrogen2",3.3789330538713,3.8302950395737,9
"549","natopen","NA","T8-C-1","all","all","Nitrogen1",4.90531887646205,3.75427631578947,1
"550","natopen","NA","T8-C-1","all","all","Nitrogen2",4.90531887646205,6.22479860365199,9
"551","natopen","NA","T8-C-2","all","all","Nitrogen1",NA,NA,1
"552","natopen","NA","T8-C-2","all","all","Nitrogen2",NA,NA,9
"553","natopen","NA","T8-C-3","all","all","Nitrogen1",4,2.38091133004926,1
"554","natopen","NA","T8-C-3","all","all","Nitrogen2",4,5.58632445141066,9
"555","natopen","NA","T11-C-1","all","all","Nitrogen1",NA,NA,1
"556","natopen","NA","T11-C-1","all","all","Nitrogen2",NA,NA,9
"557","natopen","NA","T11-C-2","all","all","Nitrogen1",NA,NA,1
"558","natopen","NA","T11-C-2","all","all","Nitrogen2",NA,NA,9
"559","natopen","NA","T12-C-1","all","all","Nitrogen1",6,4.06432748538012,1
"560","natopen","NA","T12-C-1","all","all","Nitrogen2",6,8.70396825396825,9
"561","natopen","NA","T12-C-2","all","all","Nitrogen1",4.62152750732343,3.73271348450658,1
"562","natopen","NA","T12-C-2","all","all","Nitrogen2",4.62152750732343,5.40652353013665,9
"563","natopen","NA","T13-C-1","all","all","Nitrogen1",NA,NA,1
"564","natopen","NA","T13-C-1","all","all","Nitrogen2",NA,NA,9
"565","natopen","NA","T13-C-2","all","all","Nitrogen1",NA,NA,1
"566","natopen","NA","T13-C-2","all","all","Nitrogen2",NA,NA,9
"567","natopen","NA","T13-C-3","all","all","Nitrogen1",NA,NA,1
"568","natopen","NA","T13-C-3","all","all","Nitrogen2",NA,NA,9
"569","natopen","NA","T13-C-4","all","all","Nitrogen1",NA,NA,1
"570","natopen","NA","T13-C-4","all","all","Nitrogen2",NA,NA,9
"571","natopen","NA","T13-C-5","all","all","Nitrogen1",3.86206896551724,3,1
"572","natopen","NA","T13-C-5","all","all","Nitrogen2",3.86206896551724,5.72413793103448,9
"573","natopen","NA","T13-C-6","all","all","Nitrogen1",3.90415326997138,3,1
"574","natopen","NA","T13-C-6","all","all","Nitrogen2",3.90415326997138,4.65064169722368,9
"575","natopen","NA","T13-C-7","all","all","Nitrogen1",3.5,1.87216312056738,1
"576","natopen","NA","T13-C-7","all","all","Nitrogen2",3.5,6.04282622139765,9
"577","natopen","NA","T13-C-8","all","all","Nitrogen1",3.78048780487805,3,1
"578","natopen","NA","T13-C-8","all","all","Nitrogen2",3.78048780487805,4.80487804878049,9
"579","natopen","NA","T13-C-9","all","all","Nitrogen1",3.69078444775039,2.47689024390244,1
"580","natopen","NA","T13-C-9","all","all","Nitrogen2",3.69078444775039,4.71551724137931,9
"581","natopen","NA","T13-C-10","all","all","Nitrogen1",NA,NA,1
"582","natopen","NA","T13-C-10","all","all","Nitrogen2",NA,NA,9
"583","natopen","NA","T13-C-11","all","all","Nitrogen1",NA,NA,1
"584","natopen","NA","T13-C-11","all","all","Nitrogen2",NA,NA,9
"585","natopen","NA","T13-C-12","all","all","Nitrogen1",NA,NA,1
"586","natopen","NA","T13-C-12","all","all","Nitrogen2",NA,NA,9
"587","natopen","NA","T13-C-13","all","all","Nitrogen1",NA,NA,1
"588","natopen","NA","T13-C-13","all","all","Nitrogen2",NA,NA,9
"589","natopen","NA","T13-C-14","all","all","Nitrogen1",NA,NA,1
"590","natopen","NA","T13-C-14","all","all","Nitrogen2",NA,NA,9
"591","natopen","NA","T13-C-15","all","all","Nitrogen1",NA,NA,1
"592","natopen","NA","T13-C-15","all","all","Nitrogen2",NA,NA,9
"593","natopen","NA","T15","all","all","Nitrogen1",5.57932875667429,4.74456382978723,1
"594","natopen","NA","T15","all","all","Nitrogen2",5.57932875667429,6.51023683723315,9
"595","natopen","NA","T15-Bratli21","all","all","Nitrogen1",5.14939419497342,4.70453643242497,1
"596","natopen","NA","T15-Bratli21","all","all","Nitrogen2",5.14939419497342,5.64250413349052,9
"597","natopen","NA","T16-C-1","all","all","Nitrogen1",3.74621212121212,2.49460132890365,1
"598","natopen","NA","T16-C-1","all","all","Nitrogen2",3.74621212121212,4.91819517476028,9
"599","natopen","NA","T16-C-2","all","all","Nitrogen1",3.73153153153153,2.60973313503199,1
"600","natopen","NA","T16-C-2","all","all","Nitrogen2",3.73153153153153,4.93474436503573,9
"601","natopen","NA","T16-C-3","all","all","Nitrogen1",3.76145068611592,2.82273088873914,1
"602","natopen","NA","T16-C-3","all","all","Nitrogen2",3.76145068611592,4.42366595922418,9
"603","natopen","NA","T16-C-4","all","all","Nitrogen1",3.61676344357485,2.54837700921654,1
"604","natopen","NA","T16-C-4","all","all","Nitrogen2",3.61676344357485,4.56953915816753,9
"605","natopen","NA","T16-C-5","all","all","Nitrogen1",5.29392566426048,4.20011126895295,1
"606","natopen","NA","T16-C-5","all","all","Nitrogen2",5.29392566426048,6.3510936431989,9
"607","natopen","NA","T16-C-6","all","all","Nitrogen1",5.29148471615721,4.11100747656599,1
"608","natopen","NA","T16-C-6","all","all","Nitrogen2",5.29148471615721,6.40207043343653,9
"609","natopen","NA","T16-C-7","all","all","Nitrogen1",4.16666666666667,2.99880952380952,1
"610","natopen","NA","T16-C-7","all","all","Nitrogen2",4.16666666666667,5.7,9
"611","natopen","NA","T18-C-1","all","all","Nitrogen1",4.59308196607925,3.0565529357255,1
"612","natopen","NA","T18-C-1","all","all","Nitrogen2",4.59308196607925,5.83446840731631,9
"613","natopen","NA","T18-C-2","all","all","Nitrogen1",5.28158729378212,4.27638070343089,1
"614","natopen","NA","T18-C-2","all","all","Nitrogen2",5.28158729378212,6.44189167075765,9
"615","natopen","NA","T18-C-3","all","all","Nitrogen1",NA,NA,1
"616","natopen","NA","T18-C-3","all","all","Nitrogen2",NA,NA,9
"617","natopen","NA","T18-C-4","all","all","Nitrogen1",NA,NA,1
"618","natopen","NA","T18-C-4","all","all","Nitrogen2",NA,NA,9
"619","natopen","NA","T21-C-1","all","all","Nitrogen1",5.76923076923077,3.58898775156714,1
"620","natopen","NA","T21-C-1","all","all","Nitrogen2",5.76923076923077,8.46935508625453,9
"621","natopen","NA","T21-C-2","all","all","Nitrogen1",4.88473408101573,4.23089310836065,1
"622","natopen","NA","T21-C-2","all","all","Nitrogen2",4.88473408101573,5.66586654505458,9
"623","natopen","NA","T21-C-3","all","all","Nitrogen1",3.89629450054227,3.14281634138678,1
"624","natopen","NA","T21-C-3","all","all","Nitrogen2",3.89629450054227,4.73504405001747,9
"625","natopen","NA","T21-C-4","all","all","Nitrogen1",3.863205628762,2.23678213752677,1
"626","natopen","NA","T21-C-4","all","all","Nitrogen2",3.863205628762,5.55261157110868,9
"627","natopen","NA","T21-7","all","all","Nitrogen1",3.7772895600284,2.5360569553706,1
"628","natopen","NA","T21-7","all","all","Nitrogen2",3.7772895600284,4.76688630047154,9
"629","natopen","NA","T24-C-1_samlet","all","all","Nitrogen1",6.41276272804672,5.04199013794649,1
"630","natopen","NA","T24-C-1_samlet","all","all","Nitrogen2",6.41276272804672,7.6137011207002,9
"631","natopen","NA","T24-C-2_samlet","all","all","Nitrogen1",6.47721762309481,4.61117899771312,1
"632","natopen","NA","T24-C-2_samlet","all","all","Nitrogen2",6.47721762309481,8.20362519023823,9
"633","natopen","NA","T24-C-1_Moere","all","all","Nitrogen1",6.30831568580753,4.90607015695393,1
"634","natopen","NA","T24-C-1_Moere","all","all","Nitrogen2",6.30831568580753,7.5946705581321,9
"635","natopen","NA","T24-C-1_Troendelag","all","all","Nitrogen1",6.24035694425461,4.715816169904,1
"636","natopen","NA","T24-C-1_Troendelag","all","all","Nitrogen2",6.24035694425461,7.35784676296554,9
"637","natopen","NA","T24-C-1_Troms","all","all","Nitrogen1",6.09683670917729,4.55035844989221,1
"638","natopen","NA","T24-C-1_Troms","all","all","Nitrogen2",6.09683670917729,7.63178947368421,9
"639","natopen","NA","T24-C-1_Finnmark","all","all","Nitrogen1",6.09954280355206,4.36064529921396,1
"640","natopen","NA","T24-C-1_Finnmark","all","all","Nitrogen2",6.09954280355206,8.06359532057165,9
"641","natopen","NA","T24-C-2_Moere","all","all","Nitrogen1",6.16666666666667,4.4,1
"642","natopen","NA","T24-C-2_Moere","all","all","Nitrogen2",6.16666666666667,7.84615384615385,9
"643","natopen","NA","T24-C-2_Troendelag","all","all","Nitrogen1",5.75660361364866,4.53294689688238,1
"644","natopen","NA","T24-C-2_Troendelag","all","all","Nitrogen2",5.75660361364866,7.76944444444444,9
"645","natopen","NA","T24-C-2_Troms","all","all","Nitrogen1",7.59616456255645,6.23540511119175,1
"646","natopen","NA","T24-C-2_Troms","all","all","Nitrogen2",7.59616456255645,8.74294369843067,9
"647","natopen","NA","T24-C-2_Finnmark","all","all","Nitrogen1",6.09878048780488,4.78322649806384,1
"648","natopen","NA","T24-C-2_Finnmark","all","all","Nitrogen2",6.09878048780488,7.51768524314942,9
"649","natopen","NA","T29-C-1","all","all","Nitrogen1",5,3.77777777777778,1
"650","natopen","NA","T29-C-1","all","all","Nitrogen2",5,6.56047368421053,9
"651","natopen","NA","T29-C-2","all","all","Nitrogen1",4.45212958040907,3.66292523639384,1
"652","natopen","NA","T29-C-2","all","all","Nitrogen2",4.45212958040907,5.22528883183569,9
"653","natopen","NA","T29-C-3","all","all","Nitrogen1",3.17855067088904,2.5761554057895,1
"654","natopen","NA","T29-C-3","all","all","Nitrogen2",3.17855067088904,3.74590124823453,9
"655","natopen","NA","T29-C-4","all","all","Nitrogen1",3.58136735676456,2.89465102974828,1
"656","natopen","NA","T29-C-4","all","all","Nitrogen2",3.58136735676456,4.50662040510128,9
"657","natopen","NA","T29-C-5","all","all","Nitrogen1",6.19520871743961,4.85355642984055,1
"658","natopen","NA","T29-C-5","all","all","Nitrogen2",6.19520871743961,7.34292754864356,9
"659","natopen","NA","T29-C-6","all","all","Nitrogen1",5.47494868652264,3.35487492182614,1
"660","natopen","NA","T29-C-6","all","all","Nitrogen2",5.47494868652264,7.47740066225165,9
"661","natopen","NA","T2-C-1","all","all","Soil_disturbance1",3.39491525423729,2.07394636015326,1
"662","natopen","NA","T2-C-1","all","all","Soil_disturbance2",3.39491525423729,4.80016574585635,9
"663","natopen","NA","T2-C-2","all","all","Soil_disturbance1",3.8,2,1
"664","natopen","NA","T2-C-2","all","all","Soil_disturbance2",3.8,6.5,9
"665","natopen","NA","T2-C-3","all","all","Soil_disturbance1",3.74296583450281,2.15554790628551,1
"666","natopen","NA","T2-C-3","all","all","Soil_disturbance2",3.74296583450281,5.5794514124956,9
"667","natopen","NA","T2-C-4","all","all","Soil_disturbance1",5.32495285983658,3.47003042596349,1
"668","natopen","NA","T2-C-4","all","all","Soil_disturbance2",5.32495285983658,7.11768207282913,9
"669","natopen","NA","T2-C-5","all","all","Soil_disturbance1",4.28150917994924,2.90879232188703,1
"670","natopen","NA","T2-C-5","all","all","Soil_disturbance2",4.28150917994924,5.62890519946212,9
"671","natopen","NA","T2-C-6","all","all","Soil_disturbance1",5.17061994609164,3.24300864351099,1
"672","natopen","NA","T2-C-6","all","all","Soil_disturbance2",5.17061994609164,6.75076219512195,9
"673","natopen","NA","T2-C-7","all","all","Soil_disturbance1",4.07231750679774,3.10012978094831,1
"674","natopen","NA","T2-C-7","all","all","Soil_disturbance2",4.07231750679774,5.09478962852737,9
"675","natopen","NA","T2-C-8","all","all","Soil_disturbance1",5.06386253685259,4.03932051282051,1
"676","natopen","NA","T2-C-8","all","all","Soil_disturbance2",5.06386253685259,5.88668322958273,9
"677","natopen","NA","T2-C-7_BN","all","all","Soil_disturbance1",4.09541742537107,2.89962860780985,1
"678","natopen","NA","T2-C-7_BN","all","all","Soil_disturbance2",4.09541742537107,5.30740658767455,9
"679","natopen","NA","T2-C-8_BN","all","all","Soil_disturbance1",4.33934754071187,3.17074787420464,1
"680","natopen","NA","T2-C-8_BN","all","all","Soil_disturbance2",4.33934754071187,5.54142547158598,9
"681","natopen","NA","T8-C-1","all","all","Soil_disturbance1",4.31542898341745,2.59966275659824,1
"682","natopen","NA","T8-C-1","all","all","Soil_disturbance2",4.31542898341745,6.55746701319472,9
"683","natopen","NA","T8-C-2","all","all","Soil_disturbance1",NA,NA,1
"684","natopen","NA","T8-C-2","all","all","Soil_disturbance2",NA,NA,9
"685","natopen","NA","T8-C-3","all","all","Soil_disturbance1",3.81152993348115,2.42820197044335,1
"686","natopen","NA","T8-C-3","all","all","Soil_disturbance2",3.81152993348115,5.53333333333333,9
"687","natopen","NA","T11-C-1","all","all","Soil_disturbance1",NA,NA,1
"688","natopen","NA","T11-C-1","all","all","Soil_disturbance2",NA,NA,9
"689","natopen","NA","T11-C-2","all","all","Soil_disturbance1",NA,NA,1
"690","natopen","NA","T11-C-2","all","all","Soil_disturbance2",NA,NA,9
"691","natopen","NA","T12-C-1","all","all","Soil_disturbance1",3.7156862745098,2,1
"692","natopen","NA","T12-C-1","all","all","Soil_disturbance2",3.7156862745098,8.48290598290598,9
"693","natopen","NA","T12-C-2","all","all","Soil_disturbance1",3.26200910016522,2.5516421331204,1
"694","natopen","NA","T12-C-2","all","all","Soil_disturbance2",3.26200910016522,4.18753529625261,9
"695","natopen","NA","T13-C-1","all","all","Soil_disturbance1",NA,NA,1
"696","natopen","NA","T13-C-1","all","all","Soil_disturbance2",NA,NA,9
"697","natopen","NA","T13-C-2","all","all","Soil_disturbance1",NA,NA,1
"698","natopen","NA","T13-C-2","all","all","Soil_disturbance2",NA,NA,9
"699","natopen","NA","T13-C-3","all","all","Soil_disturbance1",NA,NA,1
"700","natopen","NA","T13-C-3","all","all","Soil_disturbance2",NA,NA,9
"701","natopen","NA","T13-C-4","all","all","Soil_disturbance1",NA,NA,1
"702","natopen","NA","T13-C-4","all","all","Soil_disturbance2",NA,NA,9
"703","natopen","NA","T13-C-5","all","all","Soil_disturbance1",3.19512195121951,1.78048780487805,1
"704","natopen","NA","T13-C-5","all","all","Soil_disturbance2",3.19512195121951,5.24390243902439,9
"705","natopen","NA","T13-C-6","all","all","Soil_disturbance1",4.45222803535991,2.76464756258235,1
"706","natopen","NA","T13-C-6","all","all","Soil_disturbance2",4.45222803535991,6.26668934240363,9
"707","natopen","NA","T13-C-7","all","all","Soil_disturbance1",4,2.33333333333333,1
"708","natopen","NA","T13-C-7","all","all","Soil_disturbance2",4,5.75757575757576,9
"709","natopen","NA","T13-C-8","all","all","Soil_disturbance1",3.43103448275862,2.56896551724138,1
"710","natopen","NA","T13-C-8","all","all","Soil_disturbance2",3.43103448275862,5.4390243902439,9
"711","natopen","NA","T13-C-9","all","all","Soil_disturbance1",4.01010101010101,2.57537225705329,1
"712","natopen","NA","T13-C-9","all","all","Soil_disturbance2",4.01010101010101,5.74091547736639,9
"713","natopen","NA","T13-C-10","all","all","Soil_disturbance1",NA,NA,1
"714","natopen","NA","T13-C-10","all","all","Soil_disturbance2",NA,NA,9
"715","natopen","NA","T13-C-11","all","all","Soil_disturbance1",NA,NA,1
"716","natopen","NA","T13-C-11","all","all","Soil_disturbance2",NA,NA,9
"717","natopen","NA","T13-C-12","all","all","Soil_disturbance1",NA,NA,1
"718","natopen","NA","T13-C-12","all","all","Soil_disturbance2",NA,NA,9
"719","natopen","NA","T13-C-13","all","all","Soil_disturbance1",NA,NA,1
"720","natopen","NA","T13-C-13","all","all","Soil_disturbance2",NA,NA,9
"721","natopen","NA","T13-C-14","all","all","Soil_disturbance1",NA,NA,1
"722","natopen","NA","T13-C-14","all","all","Soil_disturbance2",NA,NA,9
"723","natopen","NA","T13-C-15","all","all","Soil_disturbance1",NA,NA,1
"724","natopen","NA","T13-C-15","all","all","Soil_disturbance2",NA,NA,9
"725","natopen","NA","T15","all","all","Soil_disturbance1",2.34619666048237,1.65696570134282,1
"726","natopen","NA","T15","all","all","Soil_disturbance2",2.34619666048237,3.24000122473974,9
"727","natopen","NA","T15-Bratli21","all","all","Soil_disturbance1",2.17096016842163,1.88883448896758,1
"728","natopen","NA","T15-Bratli21","all","all","Soil_disturbance2",2.17096016842163,2.60672158500092,9
"729","natopen","NA","T16-C-1","all","all","Soil_disturbance1",3.40419725202334,2.34746376811594,1
"730","natopen","NA","T16-C-1","all","all","Soil_disturbance2",3.40419725202334,4.75909961685824,9
"731","natopen","NA","T16-C-2","all","all","Soil_disturbance1",3.26452692424703,2.3387576707249,1
"732","natopen","NA","T16-C-2","all","all","Soil_disturbance2",3.26452692424703,4.45656262633687,9
"733","natopen","NA","T16-C-3","all","all","Soil_disturbance1",3.7678672570797,2.86354094378904,1
"734","natopen","NA","T16-C-3","all","all","Soil_disturbance2",3.7678672570797,4.8719998672107,9
"735","natopen","NA","T16-C-4","all","all","Soil_disturbance1",4.0003015681544,3.01601367243575,1
"736","natopen","NA","T16-C-4","all","all","Soil_disturbance2",4.0003015681544,5.16377399774139,9
"737","natopen","NA","T16-C-5","all","all","Soil_disturbance1",3.07998500136836,2.22478155294979,1
"738","natopen","NA","T16-C-5","all","all","Soil_disturbance2",3.07998500136836,4.47907601110638,9
"739","natopen","NA","T16-C-6","all","all","Soil_disturbance1",2.93597501463986,2.2637760559005,1
"740","natopen","NA","T16-C-6","all","all","Soil_disturbance2",2.93597501463986,4.0746318257405,9
"741","natopen","NA","T16-C-7","all","all","Soil_disturbance1",3.89230769230769,2.21695652173913,1
"742","natopen","NA","T16-C-7","all","all","Soil_disturbance2",3.89230769230769,6.20108108108108,9
"743","natopen","NA","T18-C-1","all","all","Soil_disturbance1",2.60935499047454,1.81250803561983,1
"744","natopen","NA","T18-C-1","all","all","Soil_disturbance2",2.60935499047454,4.28179450757576,9
"745","natopen","NA","T18-C-2","all","all","Soil_disturbance1",5.15764165856433,3.37275703497654,1
"746","natopen","NA","T18-C-2","all","all","Soil_disturbance2",5.15764165856433,6.6857162373146,9
"747","natopen","NA","T18-C-3","all","all","Soil_disturbance1",NA,NA,1
"748","natopen","NA","T18-C-3","all","all","Soil_disturbance2",NA,NA,9
"749","natopen","NA","T18-C-4","all","all","Soil_disturbance1",NA,NA,1
"750","natopen","NA","T18-C-4","all","all","Soil_disturbance2",NA,NA,9
"751","natopen","NA","T21-C-1","all","all","Soil_disturbance1",4.54983570646221,2.16332232033214,1
"752","natopen","NA","T21-C-1","all","all","Soil_disturbance2",4.54983570646221,8.41277222792849,9
"753","natopen","NA","T21-C-2","all","all","Soil_disturbance1",3.67994343927076,2.94400309315183,1
"754","natopen","NA","T21-C-2","all","all","Soil_disturbance2",3.67994343927076,4.65637277142585,9
"755","natopen","NA","T21-C-3","all","all","Soil_disturbance1",3.32034896015564,2.64946534797943,1
"756","natopen","NA","T21-C-3","all","all","Soil_disturbance2",3.32034896015564,4.32331844358865,9
"757","natopen","NA","T21-C-4","all","all","Soil_disturbance1",3.33519423121656,2.19353996462562,1
"758","natopen","NA","T21-C-4","all","all","Soil_disturbance2",3.33519423121656,5.37307699788008,9
"759","natopen","NA","T21-7","all","all","Soil_disturbance1",3.15448757445061,2.1758200165367,1
"760","natopen","NA","T21-7","all","all","Soil_disturbance2",3.15448757445061,5.27305194805195,9
"761","natopen","NA","T24-C-1_samlet","all","all","Soil_disturbance1",4.87167456732088,2.8375875009767,1
"762","natopen","NA","T24-C-1_samlet","all","all","Soil_disturbance2",4.87167456732088,6.88996305197833,9
"763","natopen","NA","T24-C-2_samlet","all","all","Soil_disturbance1",6.15295027141489,2.93660483218092,1
"764","natopen","NA","T24-C-2_samlet","all","all","Soil_disturbance2",6.15295027141489,8.43097610856535,9
"765","natopen","NA","T24-C-1_Moere","all","all","Soil_disturbance1",4.3831188120455,2.38931233276115,1
"766","natopen","NA","T24-C-1_Moere","all","all","Soil_disturbance2",4.3831188120455,6.9601718426501,9
"767","natopen","NA","T24-C-1_Troendelag","all","all","Soil_disturbance1",3.65694812191408,2.06573906810871,1
"768","natopen","NA","T24-C-1_Troendelag","all","all","Soil_disturbance2",3.65694812191408,6.4760123181471,9
"769","natopen","NA","T24-C-1_Troms","all","all","Soil_disturbance1",4.31054318952093,2.143558309414,1
"770","natopen","NA","T24-C-1_Troms","all","all","Soil_disturbance2",4.31054318952093,7.59932998955461,9
"771","natopen","NA","T24-C-1_Finnmark","all","all","Soil_disturbance1",5.74136008918618,2.44525544514084,1
"772","natopen","NA","T24-C-1_Finnmark","all","all","Soil_disturbance2",5.74136008918618,8.37471315686045,9
"773","natopen","NA","T24-C-2_Moere","all","all","Soil_disturbance1",5.88888888888889,2.14253246753247,1
"774","natopen","NA","T24-C-2_Moere","all","all","Soil_disturbance2",5.88888888888889,8.28857142857143,9
"775","natopen","NA","T24-C-2_Troendelag","all","all","Soil_disturbance1",5.27561121782227,2.37357956593842,1
"776","natopen","NA","T24-C-2_Troendelag","all","all","Soil_disturbance2",5.27561121782227,7.71816770186335,9
"777","natopen","NA","T24-C-2_Troms","all","all","Soil_disturbance1",7.1390977443609,5.04492126929041,1
"778","natopen","NA","T24-C-2_Troms","all","all","Soil_disturbance2",7.1390977443609,8.82461575746092,9
"779","natopen","NA","T24-C-2_Finnmark","all","all","Soil_disturbance1",4.26841571323902,2.28830198476806,1
"780","natopen","NA","T24-C-2_Finnmark","all","all","Soil_disturbance2",4.26841571323902,6.83178403784316,9
"781","natopen","NA","T29-C-1","all","all","Soil_disturbance1",4.47607318789585,2.69207317073171,1
"782","natopen","NA","T29-C-1","all","all","Soil_disturbance2",4.47607318789585,6.25041666666667,9
"783","natopen","NA","T29-C-2","all","all","Soil_disturbance1",2.94699887658482,2.20394017341533,1
"784","natopen","NA","T29-C-2","all","all","Soil_disturbance2",2.94699887658482,3.82872912613127,9
"785","natopen","NA","T29-C-3","all","all","Soil_disturbance1",4.37231819387151,3.2943681718708,1
"786","natopen","NA","T29-C-3","all","all","Soil_disturbance2",4.37231819387151,5.51339991713076,9
"787","natopen","NA","T29-C-4","all","all","Soil_disturbance1",4.44591836734694,3.11994117647059,1
"788","natopen","NA","T29-C-4","all","all","Soil_disturbance2",4.44591836734694,5.9376926369863,9
"789","natopen","NA","T29-C-5","all","all","Soil_disturbance1",4.59640672115404,2.78990024254467,1
"790","natopen","NA","T29-C-5","all","all","Soil_disturbance2",4.59640672115404,6.32666832250025,9
"791","natopen","NA","T29-C-6","all","all","Soil_disturbance1",4.6,2.45792852185982,1
"792","natopen","NA","T29-C-6","all","all","Soil_disturbance2",4.6,7,9
"793","natopen","T2","T2-C-7","all","all","aliens",100,95,0
"794","natopen","T2","T2-C-8","all","all","aliens",100,95,0
"795","natopen","T2","T2-C-7","all","all","erosion",100,93.75,0
"796","natopen","T2","T2-C-8","all","all","erosion",100,93.75,0
"797","natopen","T2","T2-C-7","all","all","shrub",90,75,25
"798","natopen","T2","T2-C-8","all","all","shrub",90,75,25
